Track ID,Track Title,Track Artists,Popularity,Duration (ms),Track Number,Album Title
2MDn7irEESZKyd6NrXAVcU,Not Welcome Here,['Jason Graves'],2,349358,10,Moss: Book II (Original Game Soundtrack)
0nTcZqGSJ29VCElndgs9Nr,The Winter Glass,['Jason Graves'],12,401424,1,Moss: Book II (Original Game Soundtrack)
48WsZ4xvTWzTbxvWHkCWng,Serpent Slayer,['Jason Graves'],5,484904,2,Moss: Book II (Original Game Soundtrack)
0Pe33k6ccNNv8QNtRlZv58,Unfinished Business,['Jason Graves'],3,396734,3,Moss: Book II (Original Game Soundtrack)
7vPuy9n4XurjGIa8nWKzYz,Delivering Justice,['Jason Graves'],2,604157,4,Moss: Book II (Original Game Soundtrack)
2Ci58OVG0Sxxa6HfqvmftM,Tylan's Domain,['Jason Graves'],2,404389,5,Moss: Book II (Original Game Soundtrack)
49EpCQYTY0LWdH0D2vJiJO,Torched Wings,['Jason Graves'],1,287659,6,Moss: Book II (Original Game Soundtrack)
6X422xJHMgzzJifexQmv1h,Letting Go,['Jason Graves'],5,316337,7,Moss: Book II (Original Game Soundtrack)
27hPwmlCaNqTpUT5hiH9Mq,Nightslink Menu Theme,['Valter Abreu'],0,192250,1,Nightslink (Original Game Soundtrack)
1WxRzg1uGyJKZF9PwgkQG2,Entering Nightslink,['Valter Abreu'],0,154500,2,Nightslink (Original Game Soundtrack)
1X7i2awwcWq25eYVQEPEWp,Apartments Ambience,['Valter Abreu'],0,205000,3,Nightslink (Original Game Soundtrack)
1ZO8oTEgdS9ulolB4jI9i5,Getting Darker,['Valter Abreu'],0,264000,4,Nightslink (Original Game Soundtrack)
7h2g0DKcC03jT6nCkJvzuf,Ending Credits,['Valter Abreu'],0,110000,5,Nightslink (Original Game Soundtrack)
3oboN4cEFiyRa2TyYk7Ac7,Amber's Jam,['Valter Abreu'],0,210750,6,Nightslink (Original Game Soundtrack)
27HUJdSzzYwZPiZTyQ5N2d,. . . do you hear that?,['Ryan Ike'],9,69624,1,Shadows Over Loathing (Original Game Soundtrack)
2fjehX05tkepWJ7iWAdMcY,Shadows Over Loathing - Main Theme,['Ryan Ike'],15,390341,2,Shadows Over Loathing (Original Game Soundtrack)
24s7hlKEKLBTynSL4H3Hnm,That Sunken Feeling,['Ryan Ike'],12,210513,3,Shadows Over Loathing (Original Game Soundtrack)
01cAFmQbCj7Np73RAbOLRM,Works and Ways Unseen,['Ryan Ike'],19,220951,4,Shadows Over Loathing (Original Game Soundtrack)
6TcANnqYaoefEtpZw7Xf6j,Terrence's Theme,['Ryan Ike'],13,140000,5,Shadows Over Loathing (Original Game Soundtrack)
1xiXO228hVEBRk5IHUfeRl,It's on Like Necronomicon,['Ryan Ike'],13,204800,6,Shadows Over Loathing (Original Game Soundtrack)
1sqteSBx8jVDzQUW2Hsb1C,Honk-Shoo,['Ryan Ike'],12,182400,7,Shadows Over Loathing (Original Game Soundtrack)
1FDQTK69HmwOPx3Sy6Bajw,A Cat You Befriend? Even Old Ones Commend,['Ryan Ike'],0,6068,8,Shadows Over Loathing (Original Game Soundtrack)
1lCJl1FczjKBbwN4LaLxOG,In Lands Laid Low,['Ryan Ike'],12,198409,9,Shadows Over Loathing (Original Game Soundtrack)
6TEdBszCXshK3htV1CGHFG,The Watcher With Cotton Eyes,['Ryan Ike'],9,89538,10,Shadows Over Loathing (Original Game Soundtrack)
6jxCYn1AcQV5hVfK08Zykz,Bruise's Theme,['Ryan Ike'],10,160336,11,Shadows Over Loathing (Original Game Soundtrack)
71sYZTqnWL6YcIWKPBjJJX,Advanced Phalangealkinetics,['Ryan Ike'],13,185384,12,Shadows Over Loathing (Original Game Soundtrack)
7xjv3NnoN6zGwjzHBAfJ7W,The More You Know (XP Up),['Ryan Ike'],0,7404,13,Shadows Over Loathing (Original Game Soundtrack)
0K36WskTNE2wip5KU9Q63h,The Lack of Color Out of Space,['Ryan Ike'],15,186000,14,Shadows Over Loathing (Original Game Soundtrack)
4U5H5ei55jUyUVZae9Q5sy,"Smooth Sailin', Francis Waylan'",['Ryan Ike'],10,126833,15,Shadows Over Loathing (Original Game Soundtrack)
1dmk371VXgG1O3bDI6UGvU,Academia After Dark,['Ryan Ike'],13,212307,16,Shadows Over Loathing (Original Game Soundtrack)
2uEW6zPjXs91yp0x99QtB1,Noël's Theme,['Ryan Ike'],9,129500,17,Shadows Over Loathing (Original Game Soundtrack)
2PPyXS5qWsD9nXJBixDfbL,Glockophany II - The Glockening,['Ryan Ike'],10,40235,18,Shadows Over Loathing (Original Game Soundtrack)
70RswQOaF1XzbCh7it1V6w,Bump in the Night,['Ryan Ike'],10,152000,19,Shadows Over Loathing (Original Game Soundtrack)
2OdyAQUDhblVnifuahmdcP,The Dunwich Borer,['Ryan Ike'],12,211555,20,Shadows Over Loathing (Original Game Soundtrack)
0C1NbNjvHas0BnUVe9OCXE,"Smile of Cinder, Thorn, and Stone",['Ryan Ike'],11,218400,21,Shadows Over Loathing (Original Game Soundtrack)
7zXn2PUk7dkoCjsSMgQsOC,Pig Skinner - Glory on the Gridiron,['Ryan Ike'],0,7039,22,Shadows Over Loathing (Original Game Soundtrack)
0beYOUXvQDoKKbXFwqM2Ea,Pig Skinner - Friday Night Frights,['Ryan Ike'],0,9666,23,Shadows Over Loathing (Original Game Soundtrack)
0Irdee54n3blKiDueRvORC,Cheese Wizard - Havarti Smarty,['Ryan Ike'],0,7164,24,Shadows Over Loathing (Original Game Soundtrack)
568kna2bKMr9WBl3TUkopg,Cheese Wizard - Your Feta is Sealed,['Ryan Ike'],0,9179,25,Shadows Over Loathing (Original Game Soundtrack)
2dKp5JEN0bAIRmxjRPP4XJ,Jazz Agent - Blatt-Blatt-Bla-DOW,['Ryan Ike'],0,10234,26,Shadows Over Loathing (Original Game Soundtrack)
0vtHegM1qgjoKJV8GfA5n1,Jazz Agent - Skiddly-Boom-Boom-Kersplat,['Ryan Ike'],0,8748,27,Shadows Over Loathing (Original Game Soundtrack)
59Skusodf68mMVcqvXKlNR,"Winner, Winner, Unfathomable-Bird-Monster Dinner",['Ryan Ike'],0,7793,28,Shadows Over Loathing (Original Game Soundtrack)
0rv6m2X8wEn53EaO4Ua285,The Sound of a Sound Thrashing,['Ryan Ike'],0,8888,29,Shadows Over Loathing (Original Game Soundtrack)
6t74To2T8PUd6k1dbSu10D,Ryunosuke Naruhodo - Overture to Adventures,['Yasumasa Kitagawa'],26,131200,1,The Great Ace Attorney: Adventures Grand Performance Recording
7p7n2j6SWS6Q0SPwjNnn44,‘The Adventure of the Great Beginning’,['Yasumasa Kitagawa'],18,58586,2,The Great Ace Attorney: Adventures Grand Performance Recording
47y3IpC9QvLCCw5cIYGNPs,Jingle - The Curtain Rises,['Yasumasa Kitagawa'],0,11066,3,The Great Ace Attorney: Adventures Grand Performance Recording
3pgLbzezvjkWnyKL44F1kV,The Defendants' Antechamber,['Yasumasa Kitagawa'],31,117906,4,The Great Ace Attorney: Adventures Grand Performance Recording
1taCvrXjNNQOgBmRUufV5S,Reminiscences - Ryunosuke's Flashback,['Hiromitsu Maeba'],19,77586,5,The Great Ace Attorney: Adventures Grand Performance Recording
2sOKPAzzVVmHEYHzdBBJK1,The Great Ace Attorney - Court is Now in Session,['Yasumasa Kitagawa'],22,198226,6,The Great Ace Attorney: Adventures Grand Performance Recording
3rxjSqJjKUC17OzDkqplmE,The Witnesses Take the Stand,['Yasumasa Kitagawa'],21,135360,7,The Great Ace Attorney: Adventures Grand Performance Recording
3lyjgaH04q0Y8LbiLS7xvO,Great Cross-Examination - Moderato,['Yasumasa Kitagawa'],23,121720,8,The Great Ace Attorney: Adventures Grand Performance Recording
4qiFdo2jEF4AcZzj8LxPUP,Kazuma Asogi - Samurai on a Mission,['Hiromitsu Maeba'],32,148413,9,The Great Ace Attorney: Adventures Grand Performance Recording
0oMltWiXl8AXwUxwMKGMrQ,A Great Twist - Suspense I,['Yasumasa Kitagawa'],20,137200,10,The Great Ace Attorney: Adventures Grand Performance Recording
1J4P3lAWBRqCkXRIDkNGhd,Machinations and Deductions,['Yasumasa Kitagawa'],22,142240,11,The Great Ace Attorney: Adventures Grand Performance Recording
0xPfd9gEeULq8BXgky7ebF,Great Cross-Examination - Allegro,['Yasumasa Kitagawa'],26,159986,12,The Great Ace Attorney: Adventures Grand Performance Recording
1ksTrDAHVVCCdFT3LtVzeC,Ryunosuke Naruhodo - Objection!,['Yasumasa Kitagawa'],29,124106,13,The Great Ace Attorney: Adventures Grand Performance Recording
7fhq7qWi7n6OB3HKvxtDHa,A Great Twist - Suspense II,['Yasumasa Kitagawa'],21,141786,14,The Great Ace Attorney: Adventures Grand Performance Recording
5omMK2wD8Ihoro8qS7zAiT,The Truth Revealed - Adventures Version,['Yasumasa Kitagawa'],23,199986,15,The Great Ace Attorney: Adventures Grand Performance Recording
1pkbaNTm2bN6MRb7yAaSRu,Foreboding,['Yasumasa Kitagawa'],18,79666,16,The Great Ace Attorney: Adventures Grand Performance Recording
2tsdMy0coFqSm2ZzoY5xcJ,Complications in the Proceedings,['Yasumasa Kitagawa'],21,108973,17,The Great Ace Attorney: Adventures Grand Performance Recording
3JGbG554jXS6R5d4WYUSbJ,"Reminiscences - Sympathy for the Sinner, but Not the Sin",['Hiromitsu Maeba'],16,184400,18,The Great Ace Attorney: Adventures Grand Performance Recording
0BCVOgy6wCQoLhPoVHCfPs,Elegance...and Excellence,['Yasumasa Kitagawa'],21,114653,19,The Great Ace Attorney: Adventures Grand Performance Recording
09pXZRySXfq6Z17YiVnOJC,Susato Mikotoba - A New Bloom in the New World,['Hiromitsu Maeba'],24,152200,20,The Great Ace Attorney: Adventures Grand Performance Recording
2fYT2JhM66mlClQiGUx857,‘The Adventure of the Unbreakable Speckled Band’,['Hiromitsu Maeba'],19,111986,21,The Great Ace Attorney: Adventures Grand Performance Recording
6k5XO8FQGLbGa3FzdQLjHS,The Heart of the Matter,['Yasumasa Kitagawa'],22,158253,22,The Great Ace Attorney: Adventures Grand Performance Recording
4LFXqFH7QRceUjX4r1qin4,The SS Burya,['Yasumasa Kitagawa'],17,143613,23,The Great Ace Attorney: Adventures Grand Performance Recording
6x6OrJ2G3rdwTyYVFuezBf,A Migrating Russian Breeze,['Yasumasa Kitagawa'],16,126280,24,The Great Ace Attorney: Adventures Grand Performance Recording
2fpoIwd5rwleppJkRYmsCq,Investigation,['Yasumasa Kitagawa'],21,114613,25,The Great Ace Attorney: Adventures Grand Performance Recording
0EFqdvTgJMPd02XUUCsHnI,Dance of Deduction - Type A,['Yasumasa Kitagawa'],24,113053,26,The Great Ace Attorney: Adventures Grand Performance Recording
3kTkAQ6mop8s5yQZsXuglJ,Dance of Deduction - Backstage - Type A,['Yasumasa Kitagawa'],19,106800,27,The Great Ace Attorney: Adventures Grand Performance Recording
3tfc3BDOEvdmE6JKReh5hj,Dance of Deduction - Type B,['Yasumasa Kitagawa'],23,115813,28,The Great Ace Attorney: Adventures Grand Performance Recording
1GBKIDRF9rfVcyIifAYNTB,A Battle of Wits - Opening Moves,['Yasumasa Kitagawa'],22,150680,29,The Great Ace Attorney: Adventures Grand Performance Recording
4fO6LTGdYHXinD3b5th7tN,A Battle of Wits - Breakthrough,['Yasumasa Kitagawa'],18,144533,30,The Great Ace Attorney: Adventures Grand Performance Recording
5dc9gwEs1iBhrwKr9Ih7oH,Reminiscences - Fallen Angel,['Hiromitsu Maeba'],15,168333,31,The Great Ace Attorney: Adventures Grand Performance Recording
3FkAPXooLPQbGi0Dzvt25d,Kazuma Asogi - Nocturne,['Hiromitsu Maeba'],27,172706,32,The Great Ace Attorney: Adventures Grand Performance Recording
0DkvdAypDkFDiQKFvs3eDh,‘The Adventure of the Runaway Room’,['Yasumasa Kitagawa'],16,69386,33,The Great Ace Attorney: Adventures Grand Performance Recording
5G6iD4CckYLXJvHwKjuT6G,Jingle - Intermission,['Yasumasa Kitagawa'],0,11306,34,The Great Ace Attorney: Adventures Grand Performance Recording
2btySWsQw8J7p7zxEPT0Am,Prologue - A Most Mysterious Mood,['Hiromitsu Maeba'],16,163706,1,The Great Ace Attorney: Adventures Grand Performance Recording
1QUX7xOPs80O5tiQb3MPqd,Herlock Sholmes - Great Detective of Foggy London Town,['Yasumasa Kitagawa'],28,166946,2,The Great Ace Attorney: Adventures Grand Performance Recording
5oqHGAnXhQ7nAk8GlV3T4o,Theme of Deduction - At the End of a Chain of Logical Sequences,['Hiromitsu Maeba'],23,137320,3,The Great Ace Attorney: Adventures Grand Performance Recording
1iHBmTbwTVqyuqjRP5Hy3h,Dance of Deduction - Backstage - Type C,['Yasumasa Kitagawa'],18,114906,4,The Great Ace Attorney: Adventures Grand Performance Recording
6NPSqHyuKa3x9oaE5wpdJ4,Dance of Deduction - Type C,['Yasumasa Kitagawa'],22,114960,5,The Great Ace Attorney: Adventures Grand Performance Recording
5UZPOt9aZcu37zSZhNUcjW,Jingle - Deduction Complete,['Yasumasa Kitagawa'],0,8093,6,The Great Ace Attorney: Adventures Grand Performance Recording
4g9GzmDyca2VZg7j5kx6AT,Lord Chief Justice Stronghart - Time-Keeper of the Law,['Hiromitsu Maeba'],21,188626,7,The Great Ace Attorney: Adventures Grand Performance Recording
7cEiJaRyMUn5V15mqWHwf0,Citizens of the Fog - Suspicious Folk,['Hiromitsu Maeba'],17,135320,8,The Great Ace Attorney: Adventures Grand Performance Recording
5OmhUtWkaW7czq8v42yjIg,Barok van Zieks - The Reaper of the Bailey,['Yasumasa Kitagawa'],28,256013,9,The Great Ace Attorney: Adventures Grand Performance Recording
6KJERZsdtB07xpIq2wFPJe,Summation Examination,['Yasumasa Kitagawa'],27,185920,10,The Great Ace Attorney: Adventures Grand Performance Recording
582mS91YcS5PHaTx5LUPn4,Gina Lestrade - A Blast from the East End,['Hiromitsu Maeba'],23,113720,11,The Great Ace Attorney: Adventures Grand Performance Recording
2wWlCGqjGecREVREk4jS8g,‘A Great Blaze’,['Hiromitsu Maeba'],14,54773,12,The Great Ace Attorney: Adventures Grand Performance Recording
2ZH3LkdgnKL321L9I7Yal6,London Town,['Yasumasa Kitagawa'],19,205013,13,The Great Ace Attorney: Adventures Grand Performance Recording
657DqxHnOmnX3ZRJlbs9xZ,Tobias Gregson - The Great Detective's Great Foe,['Hiromitsu Maeba'],23,144093,14,The Great Ace Attorney: Adventures Grand Performance Recording
4AK4QrDsGmW8zF5Ryc7QtO,Local Prison - Rhapsody in Gloom,['Hiromitsu Maeba'],16,175800,15,The Great Ace Attorney: Adventures Grand Performance Recording
0hWRHYklo8CRyV8BxVQugG,Soseki Natsume - I Am Not Guilty,['Hiromitsu Maeba'],23,146293,16,The Great Ace Attorney: Adventures Grand Performance Recording
6AonmnGq6y8E2izvshQ2Tz,"Ordinary Londoners, Ordinary Lives",['Hiromitsu Maeba'],16,137426,17,The Great Ace Attorney: Adventures Grand Performance Recording
0XfnINURh6nJnUQ2yj5h5g,‘Arrival’,['Yasumasa Kitagawa'],0,19813,18,The Great Ace Attorney: Adventures Grand Performance Recording
0sBz8l3WqYTsq8UpCZ9LJ5,221B Baker Street,['Yasumasa Kitagawa'],20,148986,19,The Great Ace Attorney: Adventures Grand Performance Recording
3oCMdfOMvnlS9BBAZ2YBQ5,Iris Wilson - Young Biographer,['Yasumasa Kitagawa'],20,99186,20,The Great Ace Attorney: Adventures Grand Performance Recording
6chpyq6Skg5UDY3oj2CsB9,A Farcical Comedy - Boisterous Folk,['Hiromitsu Maeba'],14,98813,21,The Great Ace Attorney: Adventures Grand Performance Recording
6u3laPDtpDM0eimH0Ch9Wt,The Great Detective's Morose Mood,['Yasumasa Kitagawa'],12,51280,22,The Great Ace Attorney: Adventures Grand Performance Recording
3TVMvCCs3WZYrc4o58lqPP,"Music Box - A Novel, New Sound",['Yasumasa Kitagawa'],14,55360,23,The Great Ace Attorney: Adventures Grand Performance Recording
6j9LXknbSo4BVV0851qJ3V,Music Box - Great Detective of Foggy London Town,['Yasumasa Kitagawa'],16,48453,24,The Great Ace Attorney: Adventures Grand Performance Recording
5Z57gbMNY249PRgkynWToR,‘One Last Tragedy’,['Hiromitsu Maeba'],12,52386,25,The Great Ace Attorney: Adventures Grand Performance Recording
0r3bqzqaib106WLXwOYtLG,The Great Ace Attorney - Adjudication,['Yasumasa Kitagawa'],18,193266,26,The Great Ace Attorney: Adventures Grand Performance Recording
1mh3vL9XS0ArFbHt4nb5xg,Pursuit - A Great Turnabout,['Yasumasa Kitagawa'],30,191893,27,The Great Ace Attorney: Adventures Grand Performance Recording
7xJtEc2SFkaXrH4iSrO207,Reminiscences - An Ashen Waltz,['Yasumasa Kitagawa'],16,133440,28,The Great Ace Attorney: Adventures Grand Performance Recording
0TQIcx7uZZ3Yy9Sfi43p9z,Victory - In Honour of My Friend,['Yasumasa Kitagawa'],14,146760,29,The Great Ace Attorney: Adventures Grand Performance Recording
29tCRedk1Ndkkj80WYmzlb,Susato Mikotoba - Serenade,['Hiromitsu Maeba'],24,142013,30,The Great Ace Attorney: Adventures Grand Performance Recording
70S68Yc3sfpG1bH71siVHf,‘Daybreak Over the Unspeakable Story’,['Hiromitsu Maeba'],14,81626,31,The Great Ace Attorney: Adventures Grand Performance Recording
0S2Gp9I2VWFt6852qt8wwh,Curtain Call Suite - Adventures' End,['Yasumasa Kitagawa'],21,429560,32,The Great Ace Attorney: Adventures Grand Performance Recording
2pVIQeVaEHupvkjFI0sG8p,Curtain Call Suite - The Great Ace Attorney Continues Forth,['Yasumasa Kitagawa'],15,324333,33,The Great Ace Attorney: Adventures Grand Performance Recording
72NnQA6UuiUI2Y6yL07Vbs,"Dearly Beloved (from ""KINGDOM HEARTS II"")",['Video Game Music Box'],18,242987,1,Music Box Classics: KINGDOM HEARTS II
5QEdMXnsQK0MkaKjnWRaxf,Lazy Afternoons,['Video Game Music Box'],16,276864,2,Music Box Classics: KINGDOM HEARTS II
0ZstJmsldrblQwsbHJLiAk,Roxas,['Video Game Music Box'],14,180137,3,Music Box Classics: KINGDOM HEARTS II
5aDD8JOPTEk3VXTYoZWIIW,Missing You,['Video Game Music Box'],12,157964,4,Music Box Classics: KINGDOM HEARTS II
4BIpKfcVGdadtNeX8IRq2U,This is Halloween,['Video Game Music Box'],14,223529,5,Music Box Classics: KINGDOM HEARTS II
0VAIGj0vUWxhSewBja7vx5,Sinister Sundown,['Video Game Music Box'],11,187019,6,Music Box Classics: KINGDOM HEARTS II
2nvTcn3Uwen2fgyEwMLW0Z,He's a Pirate,['Video Game Music Box'],13,143894,7,Music Box Classics: KINGDOM HEARTS II
1BRkrJYwaFehNfRzPX6N1z,Rowdy Rumble,['Video Game Music Box'],11,209486,8,Music Box Classics: KINGDOM HEARTS II
6ZI4ilovgpxWzwDzGpEN7W,Waltz of the Damned,['Video Game Music Box'],12,185817,9,Music Box Classics: KINGDOM HEARTS II
4Lg4Jz0BXQ4Y4SgZvssdoE,Sanctuary,['Video Game Music Box'],14,218747,10,Music Box Classics: KINGDOM HEARTS II
5f8dpCLY2fnAywLbNdX87w,Opening and Title Theme,['Video Game Music Box'],9,127752,1,Music Box Classics: MEGA MAN 2
1fdAiEix0HJG4keD11rL4F,Bubbleman Stage,['Video Game Music Box'],8,192358,2,Music Box Classics: MEGA MAN 2
00ZWdE6uKZoXBszm4pgfXJ,Airman Stage,['Video Game Music Box'],8,142613,3,Music Box Classics: MEGA MAN 2
75jNTJ3UpiComR8YBpeL2k,Quickman Stage,['Video Game Music Box'],7,117350,4,Music Box Classics: MEGA MAN 2
73LNySwiVqSinrOz4pperx,Heatman Stage,['Video Game Music Box'],7,148557,5,Music Box Classics: MEGA MAN 2
7ibC8UZZbFAuKoGKmAbUJE,Woodman Stage,['Video Game Music Box'],7,130724,6,Music Box Classics: MEGA MAN 2
6zsS0CXV4nlizCczONRZBe,Metalman Stage,['Video Game Music Box'],7,157474,7,Music Box Classics: MEGA MAN 2
6xLngbHrG0lvh4WuZI3RPj,Flashman Stage,['Video Game Music Box'],7,176902,8,Music Box Classics: MEGA MAN 2
17st4Mn0DrxSY8hx7Ebpp3,Crashman Stage,['Video Game Music Box'],7,189703,9,Music Box Classics: MEGA MAN 2
4RAkGNT3ej02lGgHDuffFU,Dr. Wily Stage 1,['Video Game Music Box'],8,224347,10,Music Box Classics: MEGA MAN 2
79nSxEEJKkL5PWtW9geLV4,Thunder Plains,['Video Game Music Box'],10,236236,1,Music Box Classics: FINAL FANTASY X
3BhVXMejdXvVsleeFImJ2g,To Zanarkand,['Video Game Music Box'],15,228058,2,Music Box Classics: FINAL FANTASY X
6YsuXxWz5mD7n6mBpvEK3u,Blitzball Gamblers,['Video Game Music Box'],9,239208,3,Music Box Classics: FINAL FANTASY X
7BL4AMoot9gR3mcP34Ljgo,Servants of the Mountain,['Video Game Music Box'],13,257001,4,Music Box Classics: FINAL FANTASY X
5sydweaLVoujFwQP0gEl6h,Sight of Spira,['Video Game Music Box'],9,138155,5,Music Box Classics: FINAL FANTASY X
6XqvW0h3zTcYTiQDgi1yXN,Battle Theme,['Video Game Music Box'],9,239208,6,Music Box Classics: FINAL FANTASY X
0QlH7iPvS1k6IqgYdJUAMP,Auron's Theme,['Video Game Music Box'],10,298781,7,Music Box Classics: FINAL FANTASY X
5xNvq5DPmHejn2Sh4VvHUK,Rikku's Theme,['Video Game Music Box'],9,224347,8,Music Box Classics: FINAL FANTASY X
6wZDnMoPNlIt8J0w9HZuNV,Hymn of the Fayth,['Video Game Music Box'],11,179525,9,Music Box Classics: FINAL FANTASY X
5TYtnIQdHvgPEw2V3NljCE,Suteki Da Ne,['Video Game Music Box'],13,299074,10,Music Box Classics: FINAL FANTASY X
6EEXeBuE0LHjkp7BI7MQIA,Grandma,['Video Game Music Box'],8,252583,1,Music Box Classics: NieR:Automata
4ssoyNB30WpCRRyXQdeEhC,Weight of the World,['Video Game Music Box'],11,249145,2,Music Box Classics: NieR:Automata
7vJQkzCBA9dscLfY2C7nTQ,Amusement Park,['Video Game Music Box'],8,282304,3,Music Box Classics: NieR:Automata
5cqJn7pg1bO5xp2BlAK0Xa,Song of the Ancients,['Video Game Music Box'],11,191653,4,Music Box Classics: NieR:Automata
5tsKlvJgyYvJ2lc405Dqsm,City Ruins,['Video Game Music Box'],8,284652,5,Music Box Classics: NieR:Automata
4Wo5WCRQOlsnc45xhhVcfW,Voice of No Return,['Video Game Music Box'],8,191653,6,Music Box Classics: NieR:Automata
610K6EjftsIcJoaPl7ePI3,Beautiful Song,['Video Game Music Box'],7,237722,7,Music Box Classics: NieR:Automata
4UZcUiyXDykntuJCzvSI7B,Copied City,['Video Game Music Box'],6,191653,8,Music Box Classics: NieR:Automata
2yVGF4Dx4kWw3txzDedfjm,Pascal's Village,['Video Game Music Box'],8,209486,9,Music Box Classics: NieR:Automata
6MCBT90WSjTiI2G5zX6Eyt,Peaceful Sleep,['Video Game Music Box'],8,272379,10,Music Box Classics: NieR:Automata
25rkI337HJA39ClmuA9Bei,"Battle for Spira (from ""FINAL FANTASY X"")","['ROZEN', 'Julie Elven']",18,305289,1,"Battle for Spira (from ""FINAL FANTASY X"")"
1hq8FQWtSMFabNwDw6rHHc,Liberi Fatali,['Nobuo Uematsu'],38,187960,1,FINAL FANTASY VIII Original Soundtrack
1GCJGhtticxBvH9PP7Qko0,Balamb GARDEN,['Nobuo Uematsu'],42,209266,2,FINAL FANTASY VIII Original Soundtrack
07xgdexrFrCURBXZkmfs2G,Blue Fields,['Nobuo Uematsu'],39,174133,3,FINAL FANTASY VIII Original Soundtrack
6jadp05F5S07tdstlv02sn,Don't be Afraid,['Nobuo Uematsu'],36,172040,4,FINAL FANTASY VIII Original Soundtrack
1PwY1vPRJgW4xVTnyX7UOj,The Winner,['Nobuo Uematsu'],29,67333,5,FINAL FANTASY VIII Original Soundtrack
5BHGkj6VFX8n2cMdby8gkI,Find Your Way,['Nobuo Uematsu'],34,227693,6,FINAL FANTASY VIII Original Soundtrack
2LGk9yx7v02P04ei7genkN,SeeD,['Nobuo Uematsu'],29,256773,7,FINAL FANTASY VIII Original Soundtrack
1Imhg8vqIS7t0SkYh4sfsc,The Landing,['Nobuo Uematsu'],33,276266,8,FINAL FANTASY VIII Original Soundtrack
2LtInKbuYqEdNRWltjNkDc,Starting Up,['Nobuo Uematsu'],28,79733,9,FINAL FANTASY VIII Original Soundtrack
3B46jXophS1p38YQzu5A1K,Force Your Way,['Nobuo Uematsu'],38,233333,10,FINAL FANTASY VIII Original Soundtrack
2L4edWLvGcpuCTD3qpYNdt,The Loser,['Nobuo Uematsu'],28,86933,11,FINAL FANTASY VIII Original Soundtrack
0QZr4k2Tcr2lhjjhKRL0im,Never Look Back,['Nobuo Uematsu'],29,203466,12,FINAL FANTASY VIII Original Soundtrack
5ky9AOKhezaOIq5ygh6b7I,Dead End,['Nobuo Uematsu'],27,71093,13,FINAL FANTASY VIII Original Soundtrack
2FxB51tqkYhsqs5dkECPxC,Breezy,['Nobuo Uematsu'],41,163666,14,FINAL FANTASY VIII Original Soundtrack
3z37xbAZOnBf9mupKIk0jx,Shuffle or Boogie,['Nobuo Uematsu'],30,124400,15,FINAL FANTASY VIII Original Soundtrack
